legacy_row,card_id,date,sport_family,sport_raw,match,competition,market_group,rank,option,line,stated_probability,status,binary_outcome,brier_component,exact_complement_selection,probability_bucket,bucket_mismatch,settlement_source,settlement_has_url,potential_post_event_input,eligible_for_v3_evaluation,exclusion_reason,audit_note
66,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,3,Monaco +4.5,+4.5,0.56,W,1,0.19359999999999997,true,50-59,false,L'Equipe/TNT/Sofascore 2026-06-15,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
67,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,4,Q1 Over 44.5,Over 44.5,0.55,W,1,0.20249999999999996,true,50-59,false,L'Equipe/TNT/Sofascore 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
68,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,5,Q1 Under 44.5,Under 44.5,0.45,L,0,0.2025,true,40-49,false,L'Equipe/TNT/Sofascore 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
69,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,6,Paris -4.5,-4.5,0.44,L,0,0.1936,true,40-49,false,L'Equipe/TNT/Sofascore 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
70,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,7,1H Under 89.5,Under 89.5,0.42,L,0,0.17639999999999997,true,40-49,false,L'Equipe/TNT/Sofascore 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
71,BKB-20260615-PAR-MON,2026-06-15,Basketball,Basketball,Paris Basketball vs Monaco,France Betclic Elite Finals G1,Paris -4.5 Monaco +4.5 full 179.5 Q1 44.5 1H 89.5,8,Full Under 179.5,Under 179.5,0.38,L,0,0.1444,true,30-39,false,L'Equipe/TNT/Sofascore 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
72,MLB-20260615-MIA-PIT,2026-06-15,Baseball,Baseball,Miami Marlins at Pittsburgh Pirates,MLB regular season,Marlins +1.5 Pirates ML full total 7.5,1,Marlins +1.5,+1.5,0.58,W,1,0.17640000000000003,false,50-59,false,MLB game story/CBS AP 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
73,MLB-20260615-MIA-PIT,2026-06-15,Baseball,Baseball,Miami Marlins at Pittsburgh Pirates,MLB regular season,Marlins +1.5 Pirates ML full total 7.5,2,Under 7.5,Under 7.5,0.55,W,1,0.20249999999999996,true,50-59,false,MLB game story/CBS AP 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
74,MLB-20260615-MIA-PIT,2026-06-15,Baseball,Baseball,Miami Marlins at Pittsburgh Pirates,MLB regular season,Marlins +1.5 Pirates ML full total 7.5,3,Pirates ML,ML,0.53,L,0,0.28090000000000004,false,50-59,false,MLB game story/CBS AP 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
75,MLB-20260615-MIA-PIT,2026-06-15,Baseball,Baseball,Miami Marlins at Pittsburgh Pirates,MLB regular season,Marlins +1.5 Pirates ML full total 7.5,4,Over 7.5,Over 7.5,0.45,L,0,0.2025,true,40-49,false,MLB game story/CBS AP 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
76,CRIC-20260615-WI-SL,2026-06-15,Cricket,Cricket,West Indies vs Sri Lanka,Sri Lanka tour of West Indies 3rd T20I,Sri Lanka innings 174.5 and first-6 51.5,1,Sri Lanka first-6 Under 51.5,Under 51.5,0.68,W,1,0.10239999999999996,true,60-69,false,Cricbuzz live scorecard 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
77,CRIC-20260615-WI-SL,2026-06-15,Cricket,Cricket,West Indies vs Sri Lanka,Sri Lanka tour of West Indies 3rd T20I,Sri Lanka innings 174.5 and first-6 51.5,4,Sri Lanka first-6 Over 51.5,Over 51.5,0.32,L,0,0.1024,true,30-39,false,Cricbuzz live scorecard 2026-06-15,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,source_error; exact_complement_selection
78,CRIC-20260615-WI-SL,2026-06-15,Cricket,Cricket,West Indies vs Sri Lanka,Sri Lanka tour of West Indies 3rd T20I,Sri Lanka innings 174.5 and first-6 51.5,2,Sri Lanka innings Under 174.5,Under 174.5,0.58,W,1,0.17640000000000003,true,50-59,false,Cricbuzz/ESPNcricinfo 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
79,CRIC-20260615-WI-SL,2026-06-15,Cricket,Cricket,West Indies vs Sri Lanka,Sri Lanka tour of West Indies 3rd T20I,Sri Lanka innings 174.5 and first-6 51.5,3,Sri Lanka innings Over 174.5,Over 174.5,0.42,L,0,0.17639999999999997,true,40-49,false,Cricbuzz/ESPNcricinfo 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
80,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,1,Total Over 1.5,Over 1.5,0.64,W,1,0.1296,true,60-69,false,Guardian/ESPN 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
81,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,2,Total Under 2.5,Under 2.5,0.58,L,0,0.3364,true,50-59,false,Guardian/ESPN 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
82,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,3,1H Over 0.5,Over 0.5,0.55,W,1,0.20249999999999996,true,50-59,false,Guardian live/report 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
83,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,4,1H Under 0.5,Under 0.5,0.45,L,0,0.2025,true,40-49,false,Guardian live/report 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
84,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,5,Total Over 2.5,Over 2.5,0.42,W,1,0.3364000000000001,true,40-49,false,Guardian/ESPN 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
85,SOC-20260615-SWE-TUN,2026-06-15,Soccer,Soccer,Sweden vs Tunisia,FIFA World Cup Group F,1H goals 0.5 full goals 1.5 and 2.5,6,Total Under 1.5,Under 1.5,0.36,L,0,0.1296,true,30-39,false,Guardian/ESPN 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
86,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,1,1H Over 0.5,Over 0.5,0.76,L,0,0.5776,true,70-79,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
87,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,2,Total Over 2.5,Over 2.5,0.63,L,0,0.39690000000000003,true,60-69,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
88,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,3,Total Under 3.5,Under 3.5,0.56,W,1,0.19359999999999997,true,50-59,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
89,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,4,Total Over 3.5,Over 3.5,0.44,L,0,0.1936,true,40-49,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
90,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,5,Total Under 2.5,Under 2.5,0.37,W,1,0.39690000000000003,true,30-39,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
91,SOC-20260616-ESP-CPV,2026-06-16,Soccer,Soccer,Spain vs Cape Verde,FIFA World Cup Group H,1H goals 0.5 full goals 2.5 and 3.5,6,1H Under 0.5,Under 0.5,0.24,W,1,0.5776,true,20-29,false,Guardian live 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
92,SOC-20260616-BEL-EGY,2026-06-16,Soccer,Soccer,Belgium vs Egypt,FIFA World Cup Group G,Under 4.5 Egypt TT Under 2.5 Belgium/DC Belgium TT Over 0.5,1,Total Under 4.5,Under 4.5,0.82,W,1,0.03240000000000002,false,80+,false,Guardian/ESPN/ABC/Al Jazeera 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
93,SOC-20260616-BEL-EGY,2026-06-16,Soccer,Soccer,Belgium vs Egypt,FIFA World Cup Group G,Under 4.5 Egypt TT Under 2.5 Belgium/DC Belgium TT Over 0.5,2,Egypt Team Total Under 2.5,Under 2.5,0.78,W,1,0.04839999999999999,false,70-79,false,Guardian/ESPN/ABC/Al Jazeera 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
94,SOC-20260616-BEL-EGY,2026-06-16,Soccer,Soccer,Belgium vs Egypt,FIFA World Cup Group G,Under 4.5 Egypt TT Under 2.5 Belgium/DC Belgium TT Over 0.5,3,Belgium or Draw,Double chance,0.72,W,1,0.07840000000000001,false,70-79,false,Guardian/ESPN/ABC/Al Jazeera 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
95,SOC-20260616-BEL-EGY,2026-06-16,Soccer,Soccer,Belgium vs Egypt,FIFA World Cup Group G,Under 4.5 Egypt TT Under 2.5 Belgium/DC Belgium TT Over 0.5,4,Belgium Team Total Over 0.5,Over 0.5,0.69,W,1,0.09610000000000003,false,60-69,false,Guardian/ESPN/ABC/Al Jazeera 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
96,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,1,Besiktas +9.5,+9.5,0.64,L,0,0.4096,true,60-69,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
97,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,2,Full Over 161.5,Over 161.5,0.6,L,0,0.36,true,60-69,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
98,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,3,1H Over 80.5,Over 80.5,0.56,W,1,0.19359999999999997,true,50-59,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
99,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,4,Q1 Over 40.5,Over 40.5,0.52,W,1,0.2304,true,50-59,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
100,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,5,Q1 Under 40.5,Under 40.5,0.48,L,0,0.2304,true,40-49,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
101,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,6,1H Under 80.5,Under 80.5,0.44,L,0,0.1936,true,40-49,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
102,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,7,Full Under 161.5,Under 161.5,0.4,W,1,0.36,true,40-49,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,rank_error; exact_complement_selection
103,BKB-20260616-FEN-BES,2026-06-16,Basketball,Basketball,Fenerbahce Beko vs Besiktas Gain,Turkey BSL Playoff Final Game 2,Fener -9.5 Besiktas +9.5 full 161.5 Q1 40.5 1H 80.5,8,Fenerbahce -9.5,-9.5,0.36,W,1,0.4096,true,30-39,false,TBF/Sofascore/LiveScore/Xscores 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
104,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,1,Full Under 162.5,Under 162.5,0.62,W,1,0.1444,true,60-69,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
105,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,2,Legia Warsaw -2.0,-2.0,0.58,L,0,0.3364,true,50-59,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
106,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,3,Q1 Under 39.5,Under 39.5,0.53,L,0,0.28090000000000004,true,50-59,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
107,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,4,1H Under 80.5,Under 80.5,0.52,W,1,0.2304,true,50-59,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
108,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,5,1H Over 80.5,Over 80.5,0.48,L,0,0.2304,true,40-49,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
109,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,6,Q1 Over 39.5,Over 39.5,0.47,W,1,0.28090000000000004,true,40-49,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
110,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,7,Zastal +2.0,+2.0,0.42,W,1,0.3364000000000001,true,40-49,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
111,BKB-20260616-ZAS-LEG,2026-06-16,Basketball,Basketball,ORLEN Zastal Zielona Gora vs Legia Warszawa,Poland Orlen Basket Liga Final Game 4,Zastal +2 Legia -2 full 162.5 Q1 39.5 1H 80.5,8,Full Over 162.5,Over 162.5,0.38,L,0,0.1444,true,30-39,false,PLK/Flashscore/PulsBasketu 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
112,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,1,Aces -3.5,-3.5,0.6,L,0,0.36,true,60-69,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
113,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,2,1H Over 86.5,Over 86.5,0.59,W,1,0.16810000000000003,true,50-59,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
114,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,3,Full Over 177.5,Over 177.5,0.57,L,0,0.32489999999999997,true,50-59,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
115,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,4,Q1 Over 43.5,Over 43.5,0.54,W,1,0.21159999999999995,true,50-59,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
116,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,5,Q1 Under 43.5,Under 43.5,0.46,L,0,0.2116,true,40-49,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
117,BKB-20260616-LV-DAL,2026-06-16,Basketball,Basketball,Las Vegas Aces at Dallas Wings,WNBA regular season Commissioner's Cup,Aces -3.5 Wings +3.5 full 177.5 Q1 43.5 1H 86.5,6,Full Under 177.5,Under 177.5,0.43,W,1,0.3249000000000001,true,40-49,false,ESPN API event 401856992 2026-06-16,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
