file,line,date,sport,match,market_group,ranked_picks,result,card_outcome,parsed_wins,parsed_losses,cell_count
PREDICTION_RESULTS_LOG_v2.md,269,2026-05-19,Cricket,Rajasthan Royals vs Lucknow Super Giants,LSG 1st innings and powerplay totals,"1. Innings Over 195.5, 2. PP Over 52.5, 3. PP Under 62.5, 4. Innings Under 215.5","LSG 220/5 in 20 overs; mandatory powerplay 83/0. RR won toss and chose to bowl at Sawai Mansingh Stadium, Jaipur.",2-2: Innings Over 195.5 won; PP Over 52.5 won; PP Under 62.5 lost; Innings Under 215.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,270,2026-05-20,Basketball,Maccabi Maale Adumim vs MS Safed,First-quarter and first-half totals,"1. 1H Under 89.5, 2. 1Q Under 45.5, 3. 1Q Over 45.5, 4. 1H Over 89.5","Maccabi Maale Adumim 93, MS Safed 86. Quarter scores: Maccabi 21-21-28-23; Safed 22-25-24-15. Q1 total 43; 1H total 89.",2-2: 1H Under 89.5 won; 1Q Under 45.5 won; 1Q Over 45.5 lost; 1H Over 89.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,271,2026-05-20,Basketball,ALBA Berlin vs RASTA Vechta,First-quarter and first-half totals,"1. 1Q Under 44.5, 2. 1H Under 88.5, 3. 1H Over 88.5, 4. 1Q Over 44.5","ALBA Berlin 90, RASTA Vechta 85. Quarter scores: ALBA 21-21-26-22; Vechta 23-15-16-31. Q1 total 44; 1H total 80.",2-2: 1Q Under 44.5 won; 1H Under 88.5 won; 1H Over 88.5 lost; 1Q Over 44.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,272,2026-05-20,WNBA,Toronto Tempo @ Phoenix Mercury,First-quarter and first-half totals,"1. 1H Over 83.5, 2. 1Q Over 42.5, 3. 1Q Under 42.5, 4. 1H Under 83.5","Toronto Tempo 98, Phoenix Mercury 90. Quarter scores: Phoenix 23-21-30-16; Toronto 23-22-28-25. Q1 total 46; 1H total 89.",2-2: 1H Over 83.5 won; 1Q Over 42.5 won; 1Q Under 42.5 lost; 1H Under 83.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,273,2026-05-20,NPB Baseball,Hokkaido Nippon-Ham Fighters vs Tohoku Rakuten Golden Eagles,"Moneyline, run cushion, and total","1. Under 9.5, 2. Tohoku Rakuten +1.5, 3. Hokkaido ML, 4. Over 7.5","Hokkaido Nippon-Ham 5, Tohoku Rakuten 3. Rakuten: 0-1-0-0-0-1-0-1-0; Hokkaido: 1-1-0-0-0-2-0-1-x. Total 8.","Listed items 3-1, adjusted 3-2 with bottom-pick penalty: Under 9.5 won; Rakuten +1.5 lost; Hokkaido ML won; Over 7.5 won.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,274,2026-05-20,Cricket,Kolkata Knight Riders vs Mumbai Indians,MI first-innings and powerplay totals,"1. PP Under 64.5, 2. Innings Over 188.5, 3. PP Over 54.5, 4. Innings Under 208.5","MI 147/8 in 20 overs; mandatory powerplay 46/4. KKR 148/6 in 18.5 overs, won by 4 wickets.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: PP Under 64.5 won; Innings Over 188.5 lost; PP Over 54.5 lost; Innings Under 208.5 won.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,275,2026-05-21,MLB,Athletics @ Los Angeles Angels,"Moneyline, run cushion, and total","1. Under 11 runs, 2. Athletics ML, 3. Over 8.5 runs, 4. LA Angels +1.5","Athletics 6, Angels 5 in 10 innings. Line score: Athletics 2-1-0-0-0-0-1-0-1-1; Angels 2-3-0-0-0-0-0-0-0-0. Total 11.","Listed items 3-0-1 push, adjusted 3-1-1 with bottom-pick penalty: Under 11 pushed if settled as whole-number 11; Athletics ML won; Over 8.5 won; Angels +1.5 won and triggers bottom-pick penalty.",3,0,8
PREDICTION_RESULTS_LOG_v2.md,276,2026-05-21,KBO Baseball,LG Twins @ KIA Tigers,Moneyline and total,"1. KIA Tigers ML, 2. Over 8.5 runs, 3. LG Twins +1.5, 4. Under 8.5 runs","LG Twins 5, KIA Tigers 3. Line score: LG 0-0-0-0-3-2-0-0-0; KIA 0-0-0-0-0-1-1-0-1. Total 8. LG 7 hits/0 errors; KIA 10 hits/1 error.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: KIA ML lost; Over 8.5 lost; LG +1.5 won; Under 8.5 won.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,277,2026-05-21,Cricket,Gujarat Titans vs Chennai Super Kings,GT first-innings and powerplay totals,"1. Innings Under 208.5, 2. Innings Over 188.5, 3. PP Under 64.5, 4. PP Over 54.5","GT 229/4 in 20 overs; mandatory powerplay 62/0. CricTracker scorecard showed GT 229/4, with Sai Sudharsan 84, Shubman Gill 64 and Jos Buttler 56*. ESPN match notes confirmed powerplay 62/0.","Listed items 3-1, adjusted 3-2 with bottom-pick penalty: Innings Under 208.5 lost; Innings Over 188.5 won; PP Under 64.5 won; PP Over 54.5 won.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,278,2026-05-22,Basketball,BC Dubai vs Buducnost VOLI,First-quarter and first-half totals,"1. 1H Over 85.5, 2. 1Q Over 42.5, 3. 1H Under 85.5, 4. 1Q Under 42.5","BC Dubai 104, Buducnost VOLI 90. Quarter scores: Dubai 30-29-25-20; Buducnost 16-20-31-23. Q1 total 46; 1H total 95.",2-2: 1H Over 85.5 won; 1Q Over 42.5 won; 1H Under 85.5 lost; 1Q Under 42.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,279,2026-05-22,MLB,Cleveland Guardians @ Detroit Tigers,Moneyline and total,"1. Guardians ML, 2. Under 7.5 runs, 3. Over 7.5 runs, 4. Tigers ML","Guardians 3, Tigers 1. Line score: CLE 0-0-2-0-0-0-0-1-0; DET 0-0-0-0-0-0-0-1-0. Total 4.",2-2: Guardians ML won; Under 7.5 won; Over 7.5 lost; Tigers ML lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,280,2026-05-22,NBA,Cleveland Cavaliers @ New York Knicks,First-quarter and first-half totals,"1. 1H Under 105.5, 2. 1Q Under 53.5, 3. 1H Over 105.5, 4. 1Q Over 53.5","New York Knicks 109, Cleveland Cavaliers 93. Cleveland led 27-24 after Q1; New York led 53-49 at halftime.",2-2: 1H Under 105.5 won; 1Q Under 53.5 won; 1H Over 105.5 lost; 1Q Over 53.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,281,2026-05-22,WNBA,Los Angeles Sparks @ Phoenix Mercury,First-quarter and first-half totals,"1. 1Q Over 43.5, 2. 1H Over 86.5, 3. 1H Under 86.5, 4. 1Q Under 43.5","Sparks 97, Mercury 88. Quarter-confirmed via recap: Sparks led 25-24 after Q1 and 60-43 at halftime. Q1 total 49; 1H total 103.",2-2: 1Q Over 43.5 won; 1H Over 86.5 won; 1H Under 86.5 lost; 1Q Under 43.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,282,2026-05-22,Basketball,Manawatu Jets vs Canterbury Rams,First-quarter and first-half totals,"1. 1Q Under 50.5, 2. 1H Under 100.5, 3. 1H Over 100.5, 4. 1Q Over 50.5","Manawatu Jets 108, Canterbury Rams 93. Quarter scores: Manawatu 22-25-32-29; Canterbury 16-27-21-29. Q1 total 38; 1H total 90.",2-2: 1Q Under 50.5 won; 1H Under 100.5 won; 1H Over 100.5 lost; 1Q Over 50.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,283,2026-05-22,NPB Baseball,Chiba Lotte Marines @ Tohoku Rakuten Golden Eagles,Moneyline and total,"1. Over 6.5 runs, 2. Rakuten Eagles ML, 3. Under 6.5 runs, 4. Marines ML","Lotte 3, Rakuten 1. Yahoo Japan schedule/result showed Rakuten 1-3 Lotte as final; earlier live line showed Lotte HRs by Nishikawa and Yamaguchi, Rakuten HR by Sato, and Nikkansports reported Urena exited after one inning with a lower-body issue.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: Over 6.5 lost; Rakuten ML lost; Under 6.5 won; Marines ML won and triggers bottom-pick penalty.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,284,2026-05-22,AFL,Fremantle vs St Kilda,Total and handicap,"1. Over 167.5, 2. St Kilda +22.5, 3. Fremantle -22.5, 4. Under 167.5",Fremantle 16.8 (104) defeated St Kilda 11.8 (74). Total 178; margin 30.,2-2: Over 167.5 won; St Kilda +22.5 lost; Fremantle -22.5 won; Under 167.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,285,2026-05-23,Cricket,Sunrisers Hyderabad vs Royal Challengers Bengaluru,SRH first-innings and powerplay totals,"1. PP Over 61.5, 2. Innings Over 202.5, 3. Innings Under 222.5, 4. PP Under 71.5",SRH 255/4 in 20 overs; mandatory powerplay 63/1. RCB 200/4; SRH won by 55 runs.,"Listed items 3-1, adjusted 3-2 with bottom-pick penalty: PP Over 61.5 won; Innings Over 202.5 won; Innings Under 222.5 lost; PP Under 71.5 won and triggers bottom-pick penalty.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,286,2026-05-23,Basketball,Brno vs BK JIP Pardubice,First-quarter and first-half totals,"1. 1H Under 84.5, 2. 1Q Under 42.5, 3. 1Q Over 42.5, 4. 1H Over 84.5","Brno 90, Pardubice 94. Quarter scores: Brno 22-18-22-28; Pardubice 19-24-23-28. Q1 total 41; Q2 total 42; 1H total 83.",2-2: 1H Under 84.5 won; 1Q Under 42.5 won; 1Q Over 42.5 lost; 1H Over 84.5 lost. No bottom-pick penalty.,,,8
PREDICTION_RESULTS_LOG_v2.md,287,2026-05-23,NBA,Oklahoma City Thunder @ San Antonio Spurs,First-quarter and first-half totals,"1. 1Q Over 53.5, 2. 1H Over 107.5, 3. 1H Under 107.5, 4. 1Q Under 53.5","Oklahoma City Thunder 123, San Antonio Spurs 108. Q1: Spurs 31, Thunder 26, total 57. Q2: Thunder 32, Spurs 20, total 52. Halftime: Thunder 58, Spurs 51, total 109.",Listed items 2-2: 1Q Over 53.5 won; 1H Over 107.5 won; 1H Under 107.5 lost; 1Q Under 53.5 lost. No bottom-pick penalty.,2,2,8
PREDICTION_RESULTS_LOG_v2.md,288,2026-05-23,WNBA,Connecticut Sun @ Seattle Storm,First-quarter and first-half totals plus winner lean,"1. 1Q Over 43.5, 2. 1H Over 85.5, 3. 1H Under 85.5, 4. 1Q Under 43.5; winner lean: Connecticut Sun narrowly","Seattle Storm 77, Connecticut Sun 59. Quarter scores: Connecticut 21-7-15-16; Seattle 19-18-16-24. Q1 total 40; 1H total 65.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: 1Q Over 43.5 lost; 1H Over 85.5 lost; 1H Under 85.5 won; 1Q Under 43.5 won and triggers bottom-pick penalty. Winner lean: lost.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,289,2026-05-23,Basketball,Trier vs Bayern Munich,First-quarter and first-half totals plus winner lean,"1. 1Q Over 44.5, 2. 1H Under 88.5, 3. 1H Over 88.5, 4. 1Q Under 44.5; winner lean: Bayern Munich","Bayern Munich 99, Trier 62. Halftime 57-33 Bayern. Q1 was Trier 20, Bayern 23 for 43 total; 1H total 90. Bayern won the series 3-0 and advanced.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: 1Q Over 44.5 lost; 1H Under 88.5 lost; 1H Over 88.5 won; 1Q Under 44.5 won and triggers bottom-pick penalty. Winner lean Bayern Munich won.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,290,2026-05-23,Cricket,Lucknow Super Giants vs Punjab Kings,"Conditional LSG first-innings and powerplay totals; user labels said SRH, but SRH are not in the match","Assuming SRH label means LSG batting first: 1. Innings Under 185.5, 2. PP Under 58.5, 3. Innings Over 165.5, 4. PP Over 48.5",LSG 196/6 in 20 overs; mandatory powerplay 66. PBKS 200/3 in 18 overs; PBKS won by 7 wickets.,"Listed items 2-2, adjusted 2-3 with bottom-pick penalty under the LSG assumption: Innings Under 185.5 lost; PP Under 58.5 lost; Innings Over 165.5 won; PP Over 48.5 won and triggers bottom-pick penalty.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,291,2026-05-24,Basketball,Tartu Ulikool vs Kalev/Cramo,First-quarter and first-half totals plus winner lean,"1. 1Q Over 40.5, 2. 1H Over 80.5, 3. 1H Under 80.5, 4. 1Q Under 40.5; winner lean: Tartu Ulikool narrowly","Kalev/Cramo 83, Tartu Ulikool 77. Quarter scores from Kalev perspective: 22-17-16-28; Tartu 31-13-18-15. Q1 total 53; 1H total 83. Tartu led 62-55 after 3Q before losing Q4 28-15.",2-2: 1Q Over 40.5 won; 1H Over 80.5 won; 1H Under 80.5 lost; 1Q Under 40.5 lost. No bottom-pick penalty. Winner lean Tartu lost.,,,8
PREDICTION_RESULTS_LOG_v2.md,292,2026-05-24,Basketball,Taranaki Airs vs Canterbury Rams,First-quarter and first-half totals plus winner lean,"1. 1H Under 95.5, 2. 1Q Under 47.5, 3. 1Q Over 47.5, 4. 1H Over 95.5; winner lean: Canterbury Rams","Canterbury Rams 113, Taranaki Airs 86. Quarter scores: Taranaki 26-22-12-13; Canterbury 30-24-32-12. Q1 total 56; Q2 total 46; 1H total 102.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: 1H Under 95.5 lost; 1Q Under 47.5 lost; 1Q Over 47.5 won; 1H Over 95.5 won and triggers bottom-pick penalty. Winner lean Canterbury Rams won by 27.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,293,2026-05-24,Basketball,Meralco Bolts vs TNT Tropang Giga,First-quarter and first-half totals plus winner lean,"1. 1H Under 92.5, 2. 1Q Over 46.5, 3. 1Q Under 46.5, 4. 1H Over 92.5; winner lean: Meralco Bolts","TNT 77, Meralco 75. Quarters from TNT perspective: 20-16, 43-34, 55-59, 77-75. Q1 total 36; 1H total 77. GMA reported TNT played without an import because Malick Diouf's papers were not processed in time.",2-2: 1H Under 92.5 won; 1Q Over 46.5 lost; 1Q Under 46.5 won; 1H Over 92.5 lost. No bottom-pick penalty. Winner lean Meralco lost by 2.,,,8
PREDICTION_RESULTS_LOG_v2.md,294,2026-05-24,Cricket,Mumbai Indians vs Rajasthan Royals,RR first-innings and powerplay totals,"1. Innings Over 211.5, 2. PP Under 66.5, 3. PP Over 66.5, 4. Innings Under 211.5",Rajasthan Royals 205/8 in 20 overs; mandatory powerplay 54/3. Mumbai Indians 175/9 in 20 overs; RR won by 30 runs. Mumbai won the toss and fielded first at Wankhede.,"Listed items 2-2, adjusted 2-3 with bottom-pick penalty: Innings Over 211.5 lost; PP Under 66.5 won; PP Over 66.5 lost; Innings Under 211.5 won and triggers bottom-pick penalty.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,295,2026-05-24,Basketball,Forca Lleida vs MoraBanc Andorra,First-quarter and first-half totals plus winner lean,"1. 1H Over 86.5, 2. 1Q Under 43.5, 3. 1Q Over 43.5, 4. 1H Under 86.5; winner lean: Forca Lleida narrowly","MoraBanc Andorra 116, Hiopos/Forca Lleida 88. Quarter scores: Lleida 26-16-22-24; Andorra 31-31-29-25. Q1 total 57; 1H total 104. Mundo Deportivo/EFE noted Andorra's 47% three-point shooting and that Lleida were already mathematically safe.",2-2: 1H Over 86.5 won; 1Q Under 43.5 lost; 1Q Over 43.5 won; 1H Under 86.5 lost. No bottom-pick penalty. Winner lean Forca Lleida lost by 28.,,,8
PREDICTION_RESULTS_LOG_v2.md,296,2026-05-24,Basketball,Barangay Ginebra San Miguel vs Rain or Shine Elasto Painters,"Full-game total, line, and winner lean","1. Barangay Ginebra -2.5, 2. Combined Under 210.5, 3. Combined Over 210.5, 4. Rain or Shine +2.5; winner lean: Barangay Ginebra","Barangay Ginebra 103, Rain or Shine 98. Quarter scores: Ginebra 27-21-29-24; Rain or Shine 30-26-12-26. Total 201; Ginebra margin 5. Rain or Shine led 56-48 at halftime before Ginebra's 29-12 third quarter.",2-2: Barangay Ginebra -2.5 won; Combined Under 210.5 won; Combined Over 210.5 lost; Rain or Shine +2.5 lost. No bottom-pick penalty. Winner lean Ginebra won.,,,8
PREDICTION_RESULTS_LOG_v2.md,297,2026-05-25,MLB,Pittsburgh Pirates @ Toronto Blue Jays,"Moneyline, run cushion, and total","1. Blue Jays ML, 2. Under 7.5 runs, 3. Pirates +1.5, 4. Over 7.5 runs","Final: Pittsburgh Pirates 4, Toronto Blue Jays 1.","Listed items 2-2: Blue Jays ML lost; Under 7.5 won; Pirates +1.5 won; Over 7.5 lost. Bottom pick Over 7.5 correctly lost, so no bottom-pick penalty.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,298,2026-05-25,NBA,Oklahoma City Thunder @ San Antonio Spurs,"1Q and 1H combined totals, plus winner lean","1. 1Q Over 53.5, 2. 1H Over 106.5, 3. 1H Under 106.5, 4. 1Q Under 53.5; potential winner: Thunder","Final: San Antonio Spurs 103, Oklahoma City Thunder 82. Q1: Spurs 28, Thunder 19, total 47. Q2: Spurs 22, Thunder 19, total 41. Halftime: Spurs 50, Thunder 38, total 88.","Listed items 2-2, adjusted 2-4 with top- and bottom-pick penalties: 1Q Over 53.5 lost; 1H Over 106.5 lost; 1H Under 106.5 won; 1Q Under 53.5 won. Potential winner Thunder lost. Top pick 1Q Over 53.5 lost, so add one top-pick penalty loss. Bottom pick 1Q Under 53.5 won, so add one bottom-pick penalty loss.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,299,2026-05-26,KBO,Hanwha Eagles @ NC Dinos,Moneyline and overlapping full-game totals,"1. Under 11 runs, 2. Eagles ML, 3. Over 9.0 runs, 4. Dinos ML; potential winner: Eagles",Pre-game check at 6:26pm KST: first pitch scheduled 6:30pm at Changwon NC Park. MyKBO listed confirmed starters Wilkel Hernandez vs Curtis Taylor and posted both lineups. Weather showed drizzle/rain risk increasing after first pitch and possible called/shortened-game risk.,"No game/rainout after two innings. MyKBO showed Hanwha 1-0 when the rain delay began, then the game was canceled/rained out before the top of the 3rd. Ungraded/void: no listed-item wins or losses, no top-pick penalty, no bottom-pick penalty.",,,8
PREDICTION_RESULTS_LOG_v2.md,300,2026-05-26,Cricket/IPL,Royal Challengers Bengaluru vs Gujarat Titans,"RCB first-innings and powerplay totals, plus winner lean","1. RCB first 6 overs Under 67.5, 2. RCB 1st innings Under 221.5, 3. RCB 1st innings Over 201.5, 4. RCB first 6 overs Over 57.5; potential winner: Gujarat Titans",Final: RCB 254/5 beat GT 162 by 92 runs. RCB powerplay 76/1.,"Listed items 2-2, adjusted 2-4 with top- and bottom-pick penalties: PP Under 67.5 lost; Innings Under 221.5 lost; Innings Over 201.5 won; PP Over 57.5 won. Potential winner GT lost. Top pick PP Under 67.5 lost, so add one top-pick penalty loss. Bottom pick PP Over 57.5 won, so add one bottom-pick penalty loss.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,301,2026-05-27,MLB,Minnesota Twins @ Chicago White Sox,Moneyline and overlapping full-game totals,"1. Under 9.0 runs, 2. Twins ML, 3. Over 7.0 runs, 4. White Sox ML; potential winner: Twins","Research cutoff about 10:01am AEST / 7:01pm CDT. MLB/FOX scorecard text showed Twins at White Sox in warmup/pre-game state with official lineups posted: Joe Ryan vs Sean Burke at Rate Field. MLB listed MIN 26-28 and CWS 27-26; StatMuse/MLB listed Ryan 3-3, 3.02 ERA, 0.97 WHIP, 61 K and Burke 2-3, 4.08 ERA, 1.21 WHIP, 46 K. Final: Twins 5, White Sox 3 in 11 innings. MLB game story showed MIN led 2-0, Murakami tied it 2-2 in the 8th, and Brooks Lee's 11th-inning three-run double made it 5-2 before Chicago answered once. Total 8.",Listed items 3-1: Under 9.0 won; Twins ML won; Over 7.0 won; White Sox ML lost. Potential winner Twins won. No top-pick or bottom-pick penalty.,3,1,8
PREDICTION_RESULTS_LOG_v2.md,302,2026-05-27,NBA,Oklahoma City Thunder vs San Antonio Spurs,"First-half and first-quarter combined totals, plus winner lean","1. 1H Under 107.5, 2. 1Q Under 55.5, 3. 1Q Over 55.5, 4. 1H Over 107.5; potential winner: Thunder narrowly","Research cutoff about 10:40am AEST / 8:40pm ET. NBA.com listed Game 5 at Paycom Center, tied 2-2, with no readable live play/score yet; CBS game tracker also showed no first-quarter plays. StatMuse/NBA series data showed Q1 totals of 54, 62, 57, 47 and first-half totals of 95, 113, 109, 88 through Games 1-4. Late availability check: Ajay Mitchell and Thomas Sorber out; multiple late reports/Thunder pregame reporting said Jalen Williams was downgraded to out, with earlier NBA live/injury references still showing questionable. Final: Thunder 127, Spurs 114. Q1: OKC 29, Spurs 27, total 56. Q2: OKC 40, Spurs 31, total 71. Halftime: OKC 69, Spurs 58, total 127. CBS/AP noted OKC scored 40 in Q2 and the teams combined for 29 made free throws in that quarter.","Listed items 2-2, adjusted 2-4 with top- and bottom-pick penalties: 1H Under 107.5 lost; 1Q Under 55.5 lost; 1Q Over 55.5 won; 1H Over 107.5 won and triggers bottom-pick penalty. Top pick 1H Under 107.5 lost, so add one top-pick penalty loss. Potential winner Thunder won.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,303,2026-05-27,MLB,Philadelphia Phillies @ San Diego Padres,Moneyline and overlapping full-game totals,"1. Under 8.5 runs, 2. Padres ML, 3. Over 6.5 runs, 4. Phillies ML; potential winner: Padres","Research cutoff about 10:40-11:00am AEST / 9:40pm ET. MLB Starting Lineups showed warmup at Petco Park, confirmed Aaron Nola vs Randy Vasquez, and confirmed lineups. StatMuse listed PHI 27-27 and SD 31-22; Nola 2-4, 6.04 ERA, 1.56 WHIP, 51 K, 9 HR allowed in 50.2 IP; Vasquez 5-2, 2.96 ERA, 1.19 WHIP, 45 K, 5 HR allowed in 54.2 IP. Weather/lineup sources showed about 64-65 F at Petco with left-to-right wind. Final: Phillies 4, Padres 3. Line score: PHI 1-1-2-0-0-0-0-0-0; SD 0-0-0-2-0-0-0-1-0. Total 7. Nola: 6 IP, 2 ER, 5 K. Phillies HRs: Harper, Realmuto, Turner. Padres HRs: Machado, Laureano.","Listed items 3-1, adjusted 3-2 with bottom-pick penalty: Under 8.5 won; Padres ML lost; Over 6.5 won; Phillies ML won and triggers bottom-pick penalty. Potential winner Padres lost.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,304,2026-05-27,KBO,KT Wiz @ Doosan Bears,Moneyline and overlapping full-game totals,"1. Under 9.0 runs, 2. Over 6.5 runs, 3. KT Wiz ML, 4. Doosan Bears ML; potential winner: KT Wiz narrowly","Final: Doosan Bears 5, KT Wiz 0. MyKBO showed Benjamin as winning pitcher and Oh Won-seok as losing pitcher. KT line: 0 R, 3 H, 1 E; Doosan line: 5 R, 10 H, 1 E. Benjamin threw 7 scoreless innings on 98 pitches, allowing 2 H, 2 BB and striking out 5. Oh allowed 5 R, 4 ER, 9 H and 1 HR in 4 IP.","Listed items 2-2, adjusted 2-3 with bottom-pick penalty: Under 9.0 won; Over 6.5 lost; KT Wiz ML lost; Doosan Bears ML won and triggers bottom-pick penalty. Potential winner KT lost.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,305,2026-05-27,KBO Live,KT Wiz @ Doosan Bears,Live reassessment: moneyline and overlapping full-game totals,"1. Under 9.0 runs, 2. Doosan Bears ML, 3. KT Wiz ML, 4. Over 6.5 runs; potential winner: Doosan Bears narrowly","Final: Doosan Bears 5, KT Wiz 0. Live cutoff about 8:00pm AEST / 7:00pm KST had shown KT 0, Doosan 1 around the top/bottom of the 3rd at Jamsil, with Benjamin through 3 scoreless innings on 41 pitches. Final MyKBO scorecard confirmed Benjamin finished with 7 scoreless innings and Doosan held KT to 3 hits.",Listed items 2-2: Under 9.0 won; Doosan Bears ML won; KT Wiz ML lost; Over 6.5 lost. Potential winner Doosan won. No top-pick or bottom-pick penalty. Counted as a successful live reassessment.,2,2,8
PREDICTION_RESULTS_LOG_v2.md,306,2026-05-27,Cricket/IPL,Sunrisers Hyderabad vs Rajasthan Royals,RR first-innings total and match winner,"1. RR 1st innings Under 221.5, 2. SRH to win, 3. RR 1st innings Over 201.5, 4. RR to win; potential winner: SRH","Final: Rajasthan Royals 243/8 beat Sunrisers Hyderabad 196 all out in 19.2 overs by 47 runs. Rajasthan Royals official report and MyKhel scorecard confirmed RR 243/8, SRH 196, RR won by 47.","Listed items 2-2, adjusted 2-4 with top- and bottom-pick penalties: Under 221.5 lost; SRH to win lost; Over 201.5 won; RR to win won and triggers bottom-pick penalty. Top pick Under 221.5 lost, so add one top-pick penalty loss. Potential winner SRH lost.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,307,2026-05-28,Cricket/IPL Live,Sunrisers Hyderabad vs Rajasthan Royals,Live reassessment: RR first-innings total and match winner,"1. RR 1st innings Over 201.5, 2. RR to win, 3. SRH to win, 4. RR 1st innings Under 221.5; potential winner: RR",Final: Rajasthan Royals 243/8 beat Sunrisers Hyderabad 196 all out in 19.2 overs by 47 runs. Live reassessment had been made after CricTracker showed RR 80/0 after 6 overs and the user reported RR 103 in 7.2 overs.,Listed items 2-2: Over 201.5 won; RR to win won; SRH to win lost; Under 221.5 lost. Potential winner RR won. No top-pick or bottom-pick penalty. Counted as a successful live reassessment.,2,2,8
